Name,Set,Type,Numbered,Team
Alexander Mogilny,2001-02 BAP Memorabilia Ruby #395,Parallel,155/200,Maple Leafs
Al MacInnis,2001-02 BAP Signature Series Certified 100 #C-1,Parallel,/100,Blues
John LeClair,2001-02 BAP Signature Series Certified 100 #C-17,Parallel,/100,Flyers
Jeremy Roenick,2001-02 BAP Signature Series Certified 100 #C-19,Parallel,/100,Flyers
Joe Thornton,2001-02 BAP Signature Series Certified 100 #C-21,Parallel,/100,Bruins
Luc Robitaille,2001-02 BAP Signature Series Certified 100 #C-23,Parallel,/100,Red Wings
Mike Modano,2001-02 BAP Signature Series Certified 100 #C-27,Parallel,/100,Stars
Peter Bondra,2001-02 BAP Signature Series Certified 100 #C-31,Parallel,/100,Capitals
Paul Kariya,2001-02 BAP Signature Series Certified 100 #C-33,Parallel,/100,Mighty Ducks
Sergei Fedorov,2001-02 BAP Signature Series Certified 100 #C-38,Parallel,/100,Red Wings
Theoren Fleury,2001-02 BAP Signature Series Certified 100 #C-46,Parallel,/100,Rangers
Paul Kariya,2001-02 BAP Signature Series Certified 50 #C-33,Parallel,/50,Mighty Ducks
Nikolai Khabibulin,2001-02 Bowman Young Stars Gold #19,Parallel,199/250,Lightning
Chris Osgood,2001-02 Bowman Young Stars Gold #39,Parallel,109/250,Islanders
Zigmund Palffy,2001-02 Bowman Young Stars Gold #40,Parallel,057/250,Kings
Ilya Kovalchuk,2001-02 Bowman Young Stars Ice Cubed #159,Parallel,,Thrashers
Brett Hull,2001-02 Bowman Young Stars Ice Cubed #2,Parallel,,Red Wings
Marian Hossa,2001-02 Bowman Young Stars Ice Cubed #45,Parallel,,Senators
Jeremy Roenick,2001-02 Bowman Young Stars Ice Cubed #49,Parallel,,Flyers
Brian Leetch,2001-02 Bowman Young Stars Ice Cubed #55,Parallel,,Rangers
Sergei Fedorov,2001-02 Bowman Young Stars Ice Cubed #74,Parallel,,Red Wings
Mark Messier,2001-02 Bowman Young Stars Ice Cubed #82,Parallel,,Rangers
Peter Forsberg,2001-02 Bowman Youngstars Ice Cubed #73,Parallel,,Avalanche
Pavel Bure,2001-02 Crown Royale #63,Base,,Panthers
Doug Gilmour,2001-02 Crown Royale #75,Base,,Canadiens
Ilya Kovalchuk,2001-02 Crown Royale Crowning Achievement #2,Insert,,Thrashers
Brendan Shanahan,2001-02 Crown Royale Jewels of the Crown #11,Insert,,Red Wings
Keith Tkachuk,2001-02 Crown Royale Premiere Date #121,Parallel,47/60,Blues
Alexander Mogilny,2001-02 Crown Royale Premiere Date #132,Parallel,18/60,Maple Leafs
Jaromir Jagr,2001-02 Crown Royale Premiere Date #142,Parallel,57/60,Capitals
Mike Modano,2001-02 Crown Royale Premiere Date #48,Parallel,15/60,Stars
Pierre Turgeon,2001-02 Crown Royale Premiere Date #50,Parallel,52/60,Stars
Mario Lemieux,2001-02 Crown Royale Retail Green #117,Parallel,,Penguins
Patrick Roy,2001-02 Crown Royale Retail Green #39,Parallel,,Avalanche
Paul Kariya,2001-02 McDonald�s Prism Gold #1,Insert,,Mighty Ducks
Mike Modano,2001-02 McDonald�s Prism Gold #10,Insert,,Stars
Sergei Fedorov,2001-02 McDonald�s Prism Gold #11,Insert,,Red Wings
Pavel Bure,2001-02 McDonald�s Prism Gold #18,Insert,,Panthers
Martin Brodeur,2001-02 McDonald�s Prism Gold #24,Insert,,Devils
Teemu Selanne,2001-02 McDonald�s Prism Gold #36,Insert,,Sharks
Mats Sundin,2001-02 McDonald�s Prism Gold #39,Insert,,Maple Leafs
Peter Forsberg,2001-02 McDonald�s Prism Gold #5,Insert,,Avalanche
Joe Sakic,2001-02 McDonald�s Prism Gold #7,Insert,,Avalanche
Mark Messier,2001-02 McDonald�s Prism Gold Hockey Greats #6,Insert,,Rangers
Patrick Lalime,2001-02 Pacific Adrenaline Blue #135,Parallel,54/62,Senators
Jaromir Jagr,2001-02 Pacific Adrenaline Blue #197,Parallel,34/62,Capitals
Martin St. Louis,2001-02 Pacific Adrenaline Premiere Date #177,Parallel,45/62,Lightning
Mike Modano,2001-02 Pacific Adrenaline Premiere Date #59,Parallel,07/62,Stars
Keith Tkachuk,2001-02 Pacific Atomic Gold #83,Parallel,159/200,Blues
Patrick Lalime,2001-02 Pacific Atomic Premiere Date #70,Parallel,39/90,Senators
Mark Messier,2001-02 Pacific Atomic Red #66,Parallel,148/290,Rangers
Jeremy Roenick,2001-02 Pacific Atomic Red #74,Parallel,252/290,Flyers
Teemu Selanne,2001-02 Pacific Game Worn Jersey #34,Game Used,0008/1135,Sharks
Mike Modano,2001-02 Pacific Hobby LTD #131,Parallel,03/99,Stars
Doug Weight,2001-02 Pacific Hobby LTD #167,Parallel,96/99,Oilers
Patrick Lalime,2001-02 Pacific Hobby LTD #275,Parallel,30/99,Senators
Martin St. Louis,2001-02 Pacific Hobby LTD #358,Parallel,98/99,Lightning
Mario Lemieux,2001-02 Pacific North America All-Stars #10,Insert,,Penguins
Paul Kariya,2001-02 Pacific Premiere Date #6,Parallel,33/45,Mighty Ducks
Henrik Sedin,2001-02 Pacific Prism Gold McDonalds Future Legends #6,Insert,,Canucks
Patrick Roy,2001-02 Pacific Prism Gold McDonalds Glove Site Net-Fusions #1,Insert,,Avalanche
Paul Kariya,2001-02 Pacific Retail LTD #6,Parallel,034/149,Mighty Ducks
Ilya Kovalchuk,2001-02 Pacific Vanguard #103,Base,114/404,Thrashers
Pierre Turgeon,2001-02 Pacific Vanguard Blue #33,Parallel,67/89,Stars
Brett Hull,2001-02 Pacific Vanguard Quebec Tournament Heroes #1,Insert,,Red Wings
Peter Forsberg,2001-02 Pacific World All-Stars #2,Insert,,Avalanche
Pavel Bure,2001-02 Pacific World All-Stars #4,Insert,,Panthers
Joe Sakic,"2001-02 Parkhurst He Shoots, He Scores Points",Insert,,Avalanche
Mats Sundin,"2001-02 Parkhurst He Shoots, He Scores Points",Insert,,Maple Leafs
Paul Kariya,"2001-02 Parkhurst He Shoots, He Scores Points",Insert,,Mighty Ducks
Pavel Bure,"2001-02 Parkhurst He Shoots, He Scores Points",Insert,,Panthers
Peter Forsberg,"2001-02 Parkhurst He Shoots, He Scores Points",Insert,,Avalanche
Mike Modano,2001-02 Parkhurst Silver #10,Parallel,176/500,Stars
Pavel Bure,2001-02 Parkhurst Silver #13,Parallel,83/500,Panthers
Peter Bondra,2001-02 Parkhurst Silver #30,Parallel,102/500,Capitals
Daniel Alfredsson,2001-02 Parkhurst Silver #81,Parallel,11/500,Senators
Chris Osgood,2001-02 Private Stock Gold #58,Parallel,051/106,Red Wings
Daniel Alfredsson,2001-02 Private Stock Gold #66,Parallel,015/106,Senators
Jaromir Jagr,2001-02 Private Stock Gold #98,Parallel,005/106,Capitals
Alexei Yashin,2001-02 Private Stock Premiere Date #60,Parallel,087/100,Islanders
Daniel Alfredsson/Patrick Lalime,2001-02 Private Stock Titanium Double Sided Game Jersey #48,Game Used,,Senators
Brendan Shanahan,2001-02 Private Stock Titanium Premiere Date #53,Parallel,44/94,Red Wings
Sean Burke,2001-02 Private Stock Titanium Red #108,Parallel,54/94,Coyotes
Vincent Damphousse,2001-02 Private Stock Titanium Red #121,Parallel,37/94,Sharks
Dany Heatley,2001-02 Private Stock Titanium Rookie Team #1,Insert,05/70,Thrashers
Brett Hull,2001-02 SP Authentic #100,Base,0922/3500,Red Wings
Wayne Gretzky,2001-02 SP Authentic #101,Base,2956/3500,Oilers
Al MacInnis,2001-02 SP Authentic #108,Base,3340/3500,Blues
Mike Modano,2001-02 SP Authentic #95,Base,0429/3500,Stars
Steve Yzerman,2001-02 SP Authentic Notable Numbers Jersey #NN-54,Game Used,0283/1614,Red Wings
Paul Kariya,2001-02 SP Authentic Notable Numbers Jersey #NN-PH,Game Used,434/531,Mighty Ducks
Paul Kariya,2001-02 SP Game Used Edition Authentic Fabric #AF-PK,Game Used,,Mighty Ducks
Paul Kariya,2001-02 Stadium Club Gallery #G20,Insert,,Mighty Ducks
Keith Tkachuk,2001-02 Stadium Club Perennials #P11,Insert,,Blues
Zigmund Palffy,2001-02 Stadium Club Perennials #P14,Insert,,Kings
Tony Amonte,2001-02 Stadium Club Perennials #P15,Insert,,Blackhawks
Joe Sakic,2001-02 Stadium Club Perennials #P2,Insert,,Avalanche
Petr Sykora,2001-02 Topps Heritage Chrome #60,Parallel,133/558,Devils
Bill Guerin,2001-02 Topps Heritage Chrome #70,Parallel,171/558,Bruins
Dominik Hasek,2001-02 Topps Own the Game #OTG23,Insert,,Sabres
Patrick Lalime,2001-02 Topps Own the Game #OTG26,Insert,,Senators
Pavel Bure,2001-02 Topps Own the Game #OTG7,Insert,,Panthers
Peter Forsberg,2001-02 Topps Own the Game #OTG9,Insert,,Avalanche
Mario Lemieux,2001-02 Topps Shot Masters #SM1,Insert,,Penguins
Peter Bondra,2001-02 Topps Shot Masters #SM12,Insert,,Capitals
Teemu Selanne,2001-02 Topps Shot Masters #SM17,Insert,,Sharks
Alexander Mogilny,2001-02 Topps Shot Masters #SM18,Insert,,Devils
Brett Hull,2001-02 Topps Shot Masters #SM3,Insert,,Stars
Jaromir Jagr,2001-02 Topps Shot Masters #SM5,Insert,,Penguins
Teemu Selanne,2001-02 Topps Stars All-Star Authority #ASA7,Insert,,Mighty Ducks
Tommy Salo,2001-02 Topps Stars of the Game #SG10,Insert,,Oilers
Pavel Bure,2001-02 Topps Stars of the Game #SG3,Insert,,Panthers
Patrik Elias,2001-02 Topps Stars of the Game #SG5,Insert,,Devils
Alexei Kovalev,2001-02 Topps Stars of the Game #SG8,Insert,,Penguins
Sergei Fedorov,2001-02 Topps Stars of the Game #SG9,Insert,,Red Wings
Paul Kariya,2001-02 Upper Deck Challenge for the Cup Cornerstones #CR1,Insert,116/250,Mighty Ducks
Dominik Hasek,2001-02 Upper Deck Challenge for the Cup Terrific 200 #T-DH,Game Used,,Red Wings
Tom Barrasso,2001-02 Upper Deck Challenge for the Cup Terrific 200 #T-TB,Game Used,,Hurricanes
Zigmund Palffy,2001-02 Upper Deck Fantastic Finishers #FF10,Insert,,Kings
Keith Tkachuk,2001-02 Upper Deck Fantastic Finishers #FF6,Insert,,Blues
Paul Kariya,2001-02 Upper Deck Franchise Cornerstones #FC1,Insert,,Mighty Ducks
Mike Modano,2001-02 Upper Deck Honor Roll Defense First #DF1,Insert,,Stars
Sergei Fedorov,2001-02 Upper Deck Honor Roll Defense First #DF4,Insert,,Red Wings
Paul Kariya,2001-02 Upper Deck Honor Roll Students of the Game #SG1,Insert,,Mighty Ducks
Jaromir Jagr,2001-02 Upper Deck Ice First Rounders Jersey #F-JJ,Game Used,,Penguins
Paul Kariya,2001-02 Upper Deck Ice First Rounders Jersey #F-PK,Game Used,,Mighty Ducks
Jaromir Jagr,2001-02 Upper Deck NHL All-Star Jersey #A-JJ,Game Used,,Capitals
Teemu Selanne,2001-02 Upper Deck Play Makers Limited Player�s Club Jersey #J-TS,Game Used,,Sharks
Paul Kariya,2001-02 Upper Deck Pros & Prospects Great Skates #GS1,Insert,,Mighty Ducks
John LeClair,2001-02 Upper Deck Pros & Prospects Great Skates #GS7,Insert,,Flyers
John LeClair,2001-02 Upper Deck Pros & Prospects NHL Passion #NP5,Insert,,Flyers
Paul Kariya,2001-02 Upper Deck Reserve The Big Ticket #BT1,Insert,,Mighty Ducks
Vincent Lecavalier,2001-02 Upper Deck Reserve The Big Ticket #BT10,Insert,,Lightning
John LeClair,2001-02 Upper Deck Reserve The Big Ticket #BT8,Insert,,Flyers
Paul Kariya,2001-02 Upper Deck Skilled Stars #SS1,Insert,,Mighty Ducks
Martin Brodeur,2001-02 Upper Deck Skilled Stars #SS11,Insert,,Devils
Mark Messier,2001-02 Upper Deck Skilled Stars #SS17,Insert,,Rangers
Vincent Lecavalier,2001-02 Upper Deck Skilled Stars #SS18,Insert,,Lightning
John LeClair,2001-02 Upper Deck Skilled Stars #SS19,Insert,,Flyers
Mike Modano,2001-02 Upper Deck Skilled Stars #SS8,Insert,,Stars
Ilya Kovalchuk,2001-02 Upper Deck Top Shelf #68,Base,070/500,Thrashers
John Vanbiesbrouck,2001-02 Upper Deck Top Shelf Goalie Gear Leg Pad #LP-JV,Game Used,,Flyers
Paul Kariya,2001-02 Upper Deck Top Shelf Jersey #TJ-PK,Game Used,,Mighty Ducks
Scott Niedermayer,2001-02 Upper Deck Victory Gold #217,Parallel,,Devils
Shane Doan,2001-02 Upper Deck Victory Gold #266,Parallel,,Coyotes
Mats Sundin,2001-02 Upper Deck Victory Gold #326,Parallel,,Maple Leafs
Zigmund Palffy,2001-02 Upper Deck Victory Gold #424,Parallel,,Kings
Paul Kariya,2002-03 Crown Royale Royal Portraits #1,Insert,,Mighty Ducks
Paul Kariya,2002-03 ITG Be a Player Memorabilia Ruby #201,Parallel,163/200,Mighty Ducks
Paul Kariya,2002-03 ITG Be a Player Memorabilia Sapphire #179,Parallel,056/100,Mighty Ducks
Martin St. Louis,2002-03 ITG Be a Player Signatures #91,Autograph,,Lightning
Jaromir Jagr,2002-03 ITG International Experience Gold Jersey #IE-2,Game Used,/10,Capitals
Pierre Turgeon,2002-03 O-Pee-Chee Blue #113,Parallel,283/500,Stars
Chris Chelios,2002-03 O-Pee-Chee Blue #323,Parallel,128/500,Red Wings
Jarome Iginla,2002-03 Pacific Atomic Blue #13,Parallel,086/175,Flames
Rob Blake,2002-03 Pacific Atomic Blue #22,Parallel,112/175,Avalanche
Bill Guerin,2002-03 Pacific Atomic Blue #32,Parallel,023/175,Stars
Sergei Fedorov,2002-03 Pacific Atomic Blue #36,Parallel,120/175,Red Wings
Patrick Lalime,2002-03 Pacific Atomic Blue #72,Parallel,124/175,Senators
Joe Thornton,2002-03 Pacific Atomic Blue #8,Parallel,113/175,Bruins
Jarome Iginla,2002-03 Pacific Atomic Hobby Parallel #13,Parallel,751/775,Flames
Paul Kariya,2002-03 Pacific Atomic Hobby Parallel #2,Parallel,522/775,Mighty Ducks
Sergei Fedorov,2002-03 Pacific Atomic Hobby Parallel #36,Parallel,088/775,Red Wings
Dany Heatley,2002-03 Pacific Atomic Hobby Parallel #4,Parallel,469/775,Thrashers
Ilya Kovalchuk,2002-03 Pacific Atomic Hobby Parallel #5,Parallel,673/775,Thrashers
Daniel Alfredsson,2002-03 Pacific Atomic Hobby Parallel #70,Parallel,546/775,Senators
Marian Hossa,2002-03 Pacific Atomic Hobby Parallel #71,Parallel,138/775,Senators
Teemu Selanne,2002-03 Pacific Atomic Hobby Parallel #88,Parallel,044/775,Sharks
Nikolai Khabibulin,2002-03 Pacific Atomic Hobby Parallel #89,Parallel,669/775,Lightning
Jaromir Jagr,2002-03 Pacific Atomic Hobby Parallel #99,Parallel,105/775,Capitals
Mike Modano,2002-03 Pacific Atomic Red #33,Parallel,051/125,Stars
Chris Osgood,2002-03 Pacific Blue #240,Parallel,33/45,Islanders
Martin St. Louis,2002-03 Pacific Blue #355,Parallel,34/45,Lightning
Rick Nash,2002-03 Pacific Calder Collection #4,Insert,0284/1500,Blue Jackets
Paul Kariya,2002-03 Pacific Calder Silver #30,Parallel,150/299,Mighty Ducks
Joe Thornton,2002-03 Pacific Calder Silver #31,Parallel,154/299,Bruins
Eric Lindros,2002-03 Pacific Calder Silver #46,Parallel,153/299,Rangers
Mark Messier,2002-03 Pacific Calder Silver #47,Parallel,010/299,Rangers
Marian Hossa,2002-03 Pacific Calder Silver #8,Parallel,245/299,Senators
Eric Lindros,2002-03 Pacific Exclusive #116,Base,,Rangers
Mark Messier,2002-03 Pacific Exclusive #117,Base,,Rangers
Teemu Selanne,2002-03 Pacific Exclusive #152,Base,,Sharks
Ed Belfour,2002-03 Pacific Exclusive #159,Base,,Stars
Mats Sundin,2002-03 Pacific Exclusive #163,Base,,Maple Leafs
Jarome Iginla,2002-03 Pacific Exclusive #23,Base,,Flames
Mike Modano,2002-03 Pacific Exclusive #57,Base,,Stars
Chris Chelios,2002-03 Pacific Exclusive #60,Base,,Red Wings
Pavel Datsyuk,2002-03 Pacific Exclusive #61,Base,,Red Wings
Sergei Fedorov,2002-03 Pacific Exclusive #62,Base,,Red Wings
Brett Hull,2002-03 Pacific Exclusive #63,Base,,Red Wings
Nicklas Lidstrom,2002-03 Pacific Exclusive #65,Base,,Red Wings
Roberto Luongo,2002-03 Pacific Exclusive #77,Base,,Panthers
Eric Lindros,2002-03 Pacific Exclusive Gold #116,Parallel,,Rangers
Mark Messier,2002-03 Pacific Exclusive Gold #117,Parallel,,Rangers
Mario Lemieux,2002-03 Pacific Exclusive Gold #138,Parallel,,Penguins
Adam Oates,2002-03 Pacific Exclusive Gold #3,Base,,Mighty Ducks
Joe Thornton,2002-03 Pacific Exclusive Maximum Overdrive #4,Insert,,Bruins
Peter Forsberg,2002-03 Pacific Exclusive Maximum Overdrive #6,Insert,,Avalanche
Doug Weight,2002-03 Pacific Heads Up Blue #106,Parallel,095/240,Blues
Dany Heatley,2002-03 Pacific Heads Up Blue #4,Parallel,089/240,Thrashers
Martin Brodeur,2002-03 Pacific Heads Up Blue #70,Parallel,231/240,Devils
John LeClair,2002-03 Pacific Heads Up Blue #91,Parallel,069/240,Flyers
Jeremy Roenick,2002-03 Pacific Heads Up Blue #93,Parallel,136/240,Flyers
Paul Kariya,2002-03 Pacific Impact Zone #1,Insert,,Mighty Ducks
Paul Kariya,2002-03 Pacific Prism Platinum McDonalds Atomic #1,Insert,,Mighty Ducks
Mats Sundin,2002-03 Pacific Prism Platinum McDonalds Atomic #5,Insert,,Maple Leafs
Joe Thornton,2002-03 Pacific Prism Platinum McDonalds Cup Contenders #1,Insert,,Bruins
Mats Sundin,2002-03 Pacific Prism Platinum McDonalds Cup Contenders #6,Insert,,Maple Leafs
Patrick Roy,2002-03 Pacific Prism Platinum McDonalds Glove-Side Net-Fusions #1,Insert,,Avalanche
Dominik Hasek,2002-03 Pacific Prism Platinum McDonalds Glove-Side Net-Fusions #2,Insert,,Red Wings
Evgeni Nabokov,2002-03 Pacific Prism Platinum McDonalds Glove-Side Net-Fusions #6,Insert,,Sharks
Ron Francis,2002-03 Pacific Quest for the Cup Gold #14,Insert,088/325,Hurricanes
Rob Blake,2002-03 Pacific Quest for the Cup Gold #20,Insert,027/325,Avalanche
Peter Forsberg,2002-03 Pacific Quest for the Cup Gold #21,Insert,318/325,Avalanche
Milan Hejduk,2002-03 Pacific Quest for the Cup Gold #22,Insert,228/325,Avalanche
Dany Heatley,2002-03 Pacific Quest for the Cup Gold #4,Insert,250/325,Thrashers
Roberto Luongo,2002-03 Pacific Quest for the Cup Gold #42,Insert,231/325,Panthers
Zigmund Palffy,2002-03 Pacific Quest for the Cup Gold #44,Insert,309/325,Kings
Ilya Kovalchuk,2002-03 Pacific Quest for the Cup Gold #5,Insert,169/325,Thrashers
Saku Koivu,2002-03 Pacific Quest for the Cup Gold #50,Insert,009/325,Canadiens
Marian Hossa,2002-03 Pacific Quest for the Cup Gold #71,Insert,039/325,Senators
Martin St. Louis,2002-03 Pacific Quest for the Cup Gold #90,Insert,016/325,Lightning
Teemu Selanne,2002-03 Pacific Quest for the Cup Gold #90,Insert,071/325,Sharks
Alexander Mogilny,2002-03 Pacific Quest for the Cup Gold #92,Insert,214/325,Maple Leafs
Mike Modano,2002-03 Pacific Quest for the Cup Jersey #7,Game Used,,Stars
Mike Modano,2002-03 Parkhurst Bronze #22,Parallel,026/100,Stars
Paul Kariya,2002-03 Parkhurst Bronze #57,Parallel,037/100,Mighty Ducks
Peter Forsberg,2002-03 Parkhurst Bronze #99,Parallel,025/100,Avalanche
Jeremy Roenick,2002-03 Parkhurst Silver #104,Parallel,17/50,Flyers
Joe Thornton,2002-03 Parkhurst Silver #114,Parallel,09/50,Bruins
Martin St. Louis,2002-03 Parkhurst Silver #134,Parallel,12/50,Lightning
Mike Modano,2002-03 Parkhurst Silver #22,Parallel,10/50,Stars
Mark Messier,2002-03 Parkhurst Silver #23,Parallel,25/50,Rangers
Ilya Kovalchuk,2002-03 Parkhurst Silver #24,Parallel,25/50,Thrashers
Scott Niedermayer,2002-03 Parkhurst Silver #60,Parallel,09/50,Devils
Patrick Lalime,2002-03 Parkhurst Silver #8,Parallel,01/50,Senators
Stephen Weiss,2002-03 Private Stock Class Act #9,Insert,,Panthers
Evgeni Nabokov,2002-03 Private Stock In Crease Security #19,Insert,,Sharks
Zigmund Palffy,2002-03 Private Stock Reserve Blue #46,Parallel,265/499,Kings
Martin Brodeur,2002-03 SP Game Used Authentic Fabrics #AF-MB,Game Used,002/225,Devils
Marian Hossa,2002-03 SP Game Used Authentic Fabrics #AF-MH,Game Used,014/225,Senators
Ilya Kovalchuk,2002-03 SP Game Used Future Fabrics Gold #FF-IK,Game Used,92/99,Thrashers
Steve Yzerman,2002-03 Stadium Club Beam Team #BT1,Insert,,Red Wings
Brendan Shanahan,2002-03 Stadium Club Beam Team #BT6,Insert,,Red Wings
Milan Hejduk,2002-03 Stadium Club Fabric of Champions #FC-5,Game Used,,Avalanche
Daniel Alfredsson,2002-03 Stadium Club NHL Passport #NHLP-2,Game Used,,Senators
Ilya Kovalchuk,2002-03 Stadium Club Youngstar Souvenirs Jersey #YSS-1,Game Used,,Thrashers
Ilya Kovalchuk,2002-03 Titanium Blue #5,Parallel,256/450,Thrashers
Paul Kariya,2002-03 Titanium Red #2,Parallel,131/299,Mighty Ducks
Peter Forsberg,2002-03 Titanium Red #24,Parallel,175/299,Avalanche
Marian Gaborik,2002-03 Titanium Red #53,Parallel,187/299,Wild
Daniel Alfredsson,2002-03 Titanium Red #71,Parallel,252/299,Senators
Patrick Lalime,2002-03 Titanium Red #73,Parallel,258/299,Senators
Vincent Lecavalier,2002-03 Titanium Red #90,Parallel,126/299,Lightning
Jaromir Jagr,2002-03 Titanium Red #99,Parallel,213/299,Capitals
Vincent Damphousse,2002-03 Topps Chrome Refractor #118,Parallel,,Sharks
Bill Guerin,2002-03 Topps Chrome Refractor #125,Parallel,,Stars
Patrik Elias,2002-03 Topps Chrome Refractor #143,Parallel,,Devils
Patrick Lalime,2002-03 Topps Chrome Refractor #43,Parallel,,Senators
Gary Roberts,2002-03 Topps Chrome Refractor #56,Parallel,,Maple Leafs
Patrik Elias,2002-03 Topps Coast to Coast #CC10,Insert,,Devils
Mats Sundin,2002-03 Topps Coast to Coast #CC4,Insert,,Maple Leafs
Ilya Kovalchuk,2002-03 Topps Coast to Coast #CC6,Insert,,Thrashers
Joe Thornton,2002-03 Topps Coast to Coast #CC7,Insert,,Bruins
Paul Kariya,2002-03 Topps Coast to Coast #CC8,Insert,,Mighty Ducks
Jeremy Roenick,2002-03 Topps Hometown Heroes #HHU10,Insert,,Flyers
Al MacInnis,2002-03 Topps Hometown Heroes #HHU14,Insert,,Blues
Chris Pronger,2002-03 Topps Hometown Heroes #HHU15,Insert,,Blues
Doug Weight,2002-03 Topps Hometown Heroes #HHU16,Insert,,Blues
Joe Sakic,2002-03 Topps Hometown Heroes #HHU2,Insert,,Avalanche
Ron Francis,2002-03 Topps Hometown Heroes #HHU20,Insert,,Hurricanes
Paul Kariya,2002-03 Topps Hometown Heroes #HHU5,Insert,,Mighty Ducks
Brett Hull,2002-03 Topps Hometown Heroes #HHU7,Insert,,Red Wings
Bill Guerin,2002-03 Topps Hometown Heroes #HHU8,Insert,,Bruins
Tony Amonte,2002-03 Topps Hometown Heroes #HHU9,Insert,,Blackhawks
Evgeni Nabokov,2002-03 Topps Own the Game #OTG18,Insert,,Sharks
Mats Sundin,2002-03 Topps Own the Game #OTG4,Insert,,Maple Leafs
Mats Sundin,2002-03 Topps Own the Game #OTG7,Insert,,Maple Leafs
Ray Bourque/Jay Bouwmeester,2002-03 Upper Deck Artistic Impressions Common Ground #CG7,Insert,,Bruins/Panthers
